Districts,Year,Flood_Frequency,Mean_Duration,Human_fatality,Human_injured,Population,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure
Jalaun,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Azamgarh,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Mau,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Fatehpur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Ballia,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jaunpur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jhansi,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Banda,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Ghazipurr,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Kaushambi,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Prayagraj,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Varanasi,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Chitrakoot,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Chandauli,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Bhadohi,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Lalitpur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Sonbhadra,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Amethi,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Sambhal,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Mahoba,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Saharanpur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Baghpat,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Moradabad,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Rampur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Shamli,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Balrampur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Hamirpur,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Pratapgarh,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Amroha,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hapur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bareilly,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Pilibhit,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bulandshahr,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Gautam Buddha Nagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kheri,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Budaun,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bahraich,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Shahjahanpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Aligarh,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kasganj,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mathura,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sshrawasti,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sitapur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hathras,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Etah,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hardoi,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Farrukhabad,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Firozabad,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Siddharthnagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mainpuri,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mahrajganj,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Agra,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Gonda,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bara Banki,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kushinagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kannauj,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Lucknow,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Basti,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Gorakhpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sant Kabir Nagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Unnao,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Etawah,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kanpur Nagar Nagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Auraiya,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ayodhya,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kanpur Nagar Dehat,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Deoria,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sultanpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ambedkar Nagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Rae Bareli,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalaun,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Azamgarh,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mau,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Fatehpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ballia,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jaunpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jhansi,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Banda,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ghazipurr,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kaushambi,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Prayagraj,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Varanasi,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Chitrakoot,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Chandauli,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bhadohi,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mirzapur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Lalitpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sonbhadra,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Amethi,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ghaziabad,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sambhal,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mahoba,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Saharanpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bijnor,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Muzaffarnagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Baghpat,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Meerut,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Moradabad,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Rampur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Shamli,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Balrampur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hamirpur,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Pratapgarh,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Amroha,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Hapur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Bareilly,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Pilibhit,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Bulandshahr,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Gautam Buddha Nagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kheri,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Budaun,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Bahraich,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Shahjahanpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Aligarh,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kasganj,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Mathura,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Sshrawasti,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Sitapur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Hathras,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Etah,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Hardoi,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Farrukhabad,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Firozabad,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Siddharthnagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Mainpuri,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Mahrajganj,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Agra,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Gonda,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Bara Banki,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kushinagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kannauj,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Lucknow,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Basti,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Gorakhpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Sant Kabir Nagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Unnao,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Etawah,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kanpur Nagar Nagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Auraiya,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Ayodhya,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kanpur Nagar Dehat,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Deoria,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Sultanpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Ambedkar Nagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Rae Bareli,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Jalaun,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Azamgarh,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Mau,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Fatehpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Ballia,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Jaunpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Jhansi,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Banda,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Ghazipurr,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Kaushambi,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Prayagraj,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Varanasi,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Chitrakoot,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Chandauli,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Bhadohi,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Mirzapur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Lalitpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Sonbhadra,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Amethi,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Ghaziabad,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Sambhal,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Mahoba,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Saharanpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Bijnor,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Muzaffarnagar,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Baghpat,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Meerut,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Moradabad,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Rampur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Shamli,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Balrampur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Hamirpur,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Pratapgarh,2008.0,1,89.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,89.00510639542559,18263.976629352048
Amroha,1971.0,1,365.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,365.0209419587679,18263.976629352048
Hapur,1971.0,1,365.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,365.0209419587679,18263.976629352048
Bareilly,1971.0,1,365.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,365.0209419587679,18263.976629352048
Pilibhit,1971.0,1,365.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,365.0209419587679,18263.976629352048
Bulandshahr,1971.0,1,365.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,365.0209419587679,18263.976629352048
