Districts,Year,Flood_Frequency,Mean_Duration,Human_fatality,Human_injured,Population,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure
Hailakandi,2000.0,2,1.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Hamirpur,1991.0,2,1.0,219.0,20.0,502514.0,0.625287522,0.0004358087535869,2.000871617507174,3142.1573383030805
Hamirpur,1996.0,1,1.0,219.0,20.0,502514.0,0.625287522,0.0004358087535869,1.000435808753587,3142.1573383030805
Hamirpur,2003.0,1,1.0,219.0,20.0,502514.0,0.625287522,0.0004358087535869,1.000435808753587,3142.1573383030805
Hamirpur,2022.0,1,1.0,219.0,20.0,502514.0,0.625287522,0.0004358087535869,1.000435808753587,3142.1573383030805
Kullu,2015.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hamirpur,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kangra,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kullu,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Shimla,2010.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hamirpur,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kullu,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hamirpur,1994.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mandi,1994.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Una,1985.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Una,1990.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Hanumangarh,2014.0,1,1.0,12.0,0.0,2002775.0,3.706876306,5.991686534932781e-06,1.000005991686535,74240.3919374915
Hanumangarh,2005.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Ganganagar,2005.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hardoi,1995.0,1,1.0,77.0,3.0,4789431.0,4.346537435,1.607706635715182e-05,1.000016077066357,208174.4113384949
Hardoi,2022.0,2,1.0,77.0,3.0,4789431.0,4.346537435,1.607706635715182e-05,2.000032154132714,208174.4113384949
Hardoi,2023.0,1,2.0,77.0,3.0,4789431.0,4.346537435,1.607706635715182e-05,2.000032154132714,208174.4113384949
Haridwar,2002.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nainital,2002.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hassan,1985.0,1,1.0,61.0,28.0,1843387.0,0.048209394,3.309126081501063e-05,1.000033091260815,888.6857017747801
Hassan,2019.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mysuru,2019.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hathras,2023.0,1,1.0,46.0,0.0,1789810.0,1.329597887,2.5701052066979177e-05,1.000025701052067,23797.275941314703
Hingoli,2022.0,2,2.5,82.0,5.0,1419813.0,0.002176496,5.775408451676383e-05,5.000288770422584,30.90217315248
Hisar,2003.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sonipat,2003.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hooghly,1993.0,1,1.0,175.0,18.0,5689338.0,9.395681278,3.075929044820329e-05,1.0000307592904485,534552.0653081397
Hooghly,1996.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Murshidabad,1996.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Nadia,1996.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hooghly,1988.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Purba Purba Medinipur,1988.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
South 24 Parganas,1988.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
North 24 Parganas,1988.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hooghly,2001.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Kolkata,2001.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Hoshiarpur,2007.0,1,1.0,77.0,1.0,1743086.0,1.015664453,4.417452724650419e-05,1.0000441745272466,17703.90488721958
Hoshiarpur,2008.0,1,1.0,77.0,1.0,1743086.0,1.015664453,4.417452724650419e-05,1.0000441745272466,17703.90488721958
Howrah,1995.0,1,1.0,170.0,8.0,4370011.0,19.56511981,3.890150390925789e-05,1.0000389015039093,854997.8878601791
Howrah,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jalpaiguri,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Kolkata,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Malda,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Murshidabad,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Nadia,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
North 24 Parganas,2004.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Howrah,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
North 24 Parganas,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Howrah,1979.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Purba Purba Medinipur,1979.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Hyderabad,1985.0,1,1.0,101.0,4.0,3345250.0,0.000277133,3.019206337343995e-05,1.0000301920633734,9.2707916825
Hyderabad,2007.0,1,1.0,101.0,4.0,3345250.0,0.000277133,3.019206337343995e-05,1.0000301920633734,9.2707916825
Hyderabad,2021.0,1,1.0,101.0,4.0,3345250.0,0.000277133,3.019206337343995e-05,1.0000301920633734,9.2707916825
Hyderabad,2022.0,5,13.0,101.0,4.0,3345250.0,0.000277133,3.019206337343995e-05,65.00196248411928,9.2707916825
Hyderabad,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Kamareddy,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Karimnagar,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Medak,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Medchal Malkajgiri,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Nalgonda,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Nizamabad,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Sangareddy,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Vikarabad,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Warangal,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Yadadri Yadadri Bhuvanagiri,2016.0,1,30.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,30.00172125688503,18263.976629352048
Hyderabad,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Khammam,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Krishna,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Medak,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Warangal,2005.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Hyderabad,1993.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Kurnool,1993.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Mahabubnagar,1993.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Idukki,1996.0,2,1.0,275.0,71.0,1048101.0,0.004693367,0.0002623792935986,2.000524758587197,49.19122646067001
Idukki,2017.0,1,2.0,275.0,71.0,1048101.0,0.004693367,0.0002623792935986,2.000524758587197,49.19122646067001
Idukki,2020.0,1,1.0,275.0,71.0,1048101.0,0.004693367,0.0002623792935986,1.0002623792935983,49.19122646067001
Idukki,2022.0,2,1.0,275.0,71.0,1048101.0,0.004693367,0.0002623792935986,2.000524758587197,49.19122646067001
Idukki,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kannur,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kasaragod,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kollam,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kozhikode,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Malappuram,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Palakkad,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Wayanad,2004.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Kottayam,2004.0,1,15.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,15.000860628442515,18263.976629352048
Thiruvananthapuram,2004.0,1,15.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,15.000860628442515,18263.976629352048
Idukki,2016.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Kannur,2016.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Kollam,2016.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Pathanamthitta,2016.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Thiruvananthapuram,2016.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Wayanad,2016.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Kannur,2011.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kasaragod,1998.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Kottayam,1998.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Palakkad,1998.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Thiruvananthapuram,1998.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Wayanad,1998.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Kasaragod,2016.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Idukki,2008.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kasaragod,2008.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kottayam,2008.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kasaragod,1995.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Kozhikode,1995.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Kollam,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Pathanamthitta,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Thiruvananthapuram,2000.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Idukki,2003.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kollam,2003.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Thiruvananthapuram,2003.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kottayam,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kozhikode,2017.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Thiruvananthapuram,2017.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Idukki,2009.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Palakkad,2009.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Idukki,1989.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kottayam,1989.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Thiruvananthapuram,2013.0,1,8.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Imphal West,1980.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Imphal East,1980.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Imphal West,1991.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Imphal East,1991.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Imphal West,2007.0,1,9.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Imphal East,2007.0,1,9.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Imphal West,1990.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Imphal East,1990.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Thoubal,1990.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Indore,1979.0,1,1.0,57.0,6.0,4193901.0,0.263327649,1.3591164884435757e-05,1.0000135911648844,11043.70090468749
Indore,2013.0,1,1.0,57.0,6.0,4193901.0,0.263327649,1.3591164884435757e-05,1.0000135911648844,11043.70090468749
Indore,2023.0,2,1.0,57.0,6.0,4193901.0,0.263327649,1.3591164884435757e-05,2.000027182329769,11043.70090468749
Indore,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Indore,2012.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Sehore,2012.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Shajapur,2012.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Indore,1984.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Morena,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Itanagar,1990.0,2,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,8.000459001836008,18263.976629352048
Itanagar,1997.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Itanagar,2022.0,5,2.2,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,11.00063112752451,18263.976629352048
Itanagar,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Papum Pare,2020.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jabalpur,1978.0,1,7.0,54.0,6.0,2843254.0,0.609947111,1.899232358417504e-05,7.00013294626509,17342.34563139194
Rajgarh,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jagdalpur,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Janjgir-Champa,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Narayanpur,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Rajnandgaon,2016.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Jaipur,2011.0,1,1.0,190.0,14.0,8193632.0,0.298918883,2.3188739743254274e-05,1.0000231887397433,24492.31325153056
Jaipur,2013.0,1,1.0,190.0,14.0,8193632.0,0.298918883,2.3188739743254274e-05,1.0000231887397433,24492.31325153056
Jaipur,2023.0,1,1.0,190.0,14.0,8193632.0,0.298918883,2.3188739743254274e-05,1.0000231887397433,24492.31325153056
Jajapur,2017.0,1,1.0,33.0,0.0,2048302.0,11.54713951,1.6110905520767934e-05,1.0000161109055208,236520.28952612012
Jalandhar,1995.0,1,1.0,56.0,39.0,2446748.0,5.423173348,2.2887522540122645e-05,1.00002288752254,132691.38542872304
Jalandhar,2008.0,1,1.0,56.0,39.0,2446748.0,5.423173348,2.2887522540122645e-05,1.00002288752254,132691.38542872304
Jalandhar,1984.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Amritsar,1984.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalaun,2022.0,1,1.0,145.0,6.0,1897451.0,4.80414767,7.641831067047318e-05,1.0000764183106703,91156.3480058917
Jalaun,2023.0,1,2.0,145.0,6.0,1897451.0,4.80414767,7.641831067047318e-05,2.000152836621341,91156.3480058917
Jalgaon,1997.0,2,1.0,75.0,26.0,4760079.0,1.018783927,1.575604102368889e-05,2.000031512082048,48494.91976450233
Jalgaon,2001.0,1,2.0,75.0,26.0,4760079.0,1.018783927,1.575604102368889e-05,2.000031512082048,48494.91976450233
Jalgaon,2002.0,1,2.0,75.0,26.0,4760079.0,1.018783927,1.575604102368889e-05,2.000031512082048,48494.91976450233
Jalgaon,2013.0,1,1.0,75.0,26.0,4760079.0,1.018783927,1.575604102368889e-05,1.0000157560410237,48494.91976450233
Jalgaon,2023.0,2,1.5,75.0,26.0,4760079.0,1.018783927,1.575604102368889e-05,3.0000472681230708,48494.91976450233
Jalgaon,2022.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Jalgaon,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Satara,1978.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Nanded,2013.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalna,1984.0,1,4.0,157.0,13.0,2330103.0,0.061033309,6.73789956924651e-05,4.00026951598277,1422.13896400827
Jalna,2000.0,1,1.0,157.0,13.0,2330103.0,0.061033309,6.73789956924651e-05,1.0000673789956924,1422.13896400827
Jalore,1992.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Jodhpur,1992.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Udaipur,1992.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Jalore,1983.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Pali,1983.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Sirohi,1983.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jalore,2010.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jhalawar,2010.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jalpaiguri,1992.0,1,1.0,366.0,20.0,2766173.0,4.567777417,0.0001323127656874,1.0001323127656874,126352.62560915142
Jalpaiguri,1998.0,1,1.0,366.0,20.0,2766173.0,4.567777417,0.0001323127656874,1.0001323127656874,126352.62560915142
Jalpaiguri,2002.0,1,1.0,366.0,20.0,2766173.0,4.567777417,0.0001323127656874,1.0001323127656874,126352.62560915142
Jalpaiguri,2010.0,1,1.0,366.0,20.0,2766173.0,4.567777417,0.0001323127656874,1.0001323127656874,126352.62560915142
Jalpaiguri,2022.0,2,1.5,366.0,20.0,2766173.0,4.567777417,0.0001323127656874,3.000396938297062,126352.62560915142
Jalpaiguri,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Cooch Behar,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
North Westduar,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Maldah,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
North,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Dakshin Dinajpur,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Darjeeling,2017.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jalpaiguri,2001.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jalpaiguri,1990.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jammu,1976.0,1,7.0,274.0,80.0,1766664.0,1.589424608,0.0001550945737276,7.001085662016093,28079.79235667712
Jammu,1979.0,1,7.0,274.0,80.0,1766664.0,1.589424608,0.0001550945737276,7.001085662016093,28079.79235667712
Jammu,1980.0,1,7.0,274.0,80.0,1766664.0,1.589424608,0.0001550945737276,7.001085662016093,28079.79235667712
Jammu,1986.0,2,1.0,274.0,80.0,1766664.0,1.589424608,0.0001550945737276,2.000310189147456,28079.79235667712
Jammu,1988.0,1,1.0,274.0,80.0,1766664.0,1.589424608,0.0001550945737276,1.0001550945737276,28079.79235667712
Jammu,1990.0,1,1.0,274.0,80.0,1766664.0,1.589424608,0.0001550945737276,1.0001550945737276,28079.79235667712
Kathua,1990.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Jammu,2013.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kathua,2013.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Samba,2013.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Leh Ladakh,1986.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kargil,1986.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Srinagar,1986.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jammu,1982.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Poonch,1982.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Jammu,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Poonch,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Srinagar,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Jammu,2015.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
