Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio
Kullu,2022,4,1,,,Kullu,371,205,460044,4,Kullu,0.26843604,0.052025107,0.216410933,0.000806445
Kullu,2023,1,3,,,Kullu,371,205,460044,4,Kullu,0.26843604,0.052025107,0.216410933,0.000806445
"Kullu, Mandi,Shimla",2001,1,2,,,,,,,,,,,,
"Kullu, Solan",2007,1,1,,,,,,,,,,,,
"Kullu,Manali",2012,1,2,,,,,,,,,,,,
"Kullu,Mandi",1999,1,2,,,,,,,,,,,,
"Kullu,Shimla",2003,1,2,,,,,,,,,,,,
"Kullu,Shimla",2005,1,1,,,,,,,,,,,,
Kupwara,2010,1,1,,,Kupwara,37,2,1053524,5,Kupwara,0.534056594,0.014099434,0.51995716,3.51E-05
Kupwara,2021,1,1,,,Kupwara,37,2,1053524,5,Kupwara,0.534056594,0.014099434,0.51995716,3.51E-05
"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur",1986,1,1,,,,,,,,,,,,
"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur",1987,1,14,,,,,,,,,,,,
"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur",1992,1,6,,,,,,,,,,,,
"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur, 
Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, S.A.S Nagar*, Faridkot, Fatehgarh Sahib, Sri Sri Muktsar Sahib Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Ferozepur, Pathankot, Kapurthala, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1973,1,7,,,,,,,,,,,,
"Kupwara, Bandipora, Baramulla, Ganderbal, Anantnag, Kishtwar, Srinagar, Budgam, Pulwama, Poonch, Shopian, Kulgam, Rajouri, Ramban, Reasi, Doda, Jammu, Kathua, Udhampur, Samba, Muzaffarabad, Mirpur, North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West, Gurdaspur, Hoshiarpur, Amritsar, Jalandhar, Tarn Taran, Rupnagar, Shahid Bhagat Singh Nagar, Fazilka, Moga, Ludhiana, S.A.S Nagar, Faridkot, Fatehgarh Sahib, Sri Sri Muktsar Sahib Sahib, Sangrur, Barnala, Bathinda, Patiala, Mansa, Ferozepur, Pathankot, Kapurthala",1969,1,22,,,,,,,,,,,,
"Kupwara, Rajouri",2021,1,2,,,,,,,,,,,,
Kurnool,2021,1,14,,,Kurnool,161,108,4618046,7,Kurnool,0.793739864,0.504632198,0.289107666,3.49E-05
"Kurnool, Medak,Prakasam",2012,1,1,,,,,,,,,,,,
"Kurnool,Vizianagaram",2007,1,2,,,,,,,,,,,,
Kurukshetra,1998,1,1,,,Kurukshetra,17,0,1080970,7,Kurukshetra,5.505038063,0.003818992,5.501219071,1.57E-05
Kurukshetra,2023,1,4,,,Kurukshetra,17,0,1080970,7,Kurukshetra,5.505038063,0.003818992,5.501219071,1.57E-05
"Kurukshetra, Sonipat",1982,1,4,,,,,,,,,,,,
Kurung Kumey,2010,1,1,,,Kurung Kumey,17,3,77223,4,Kurung Kumey,0.581168345,0.025194178,0.555974167,0.000220142
Kurung Kumey,2022,2,5.5,,,Kurung Kumey,17,3,77223,4,Kurung Kumey,0.581168345,0.025194178,0.555974167,0.000220142
Kutch,2022,1,2,,,Kutch,123,10,2654359,24,Kutch,12.67467755,9.585998161,3.088679389,4.63E-05
Lahul And Spiti,1997,1,1,,,,,,,,,,,,
Lahul And Spiti,2023,1,3,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",1988,1,45,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",1990,1,3,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",1993,1,5,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",1995,5,2.2,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",1996,1,2,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",1998,1,1,,,,,,,,,,,,
"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh",1969,1,2,,,,,,,,,,,,
"Lahul And Spiti, Shimla",1997,1,1,,,,,,,,,,,,
"Lahul And Spiti,Shimla",2006,1,1,,,,,,,,,,,,
Lakhimpur,1985,1,2,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2003,1,1,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2008,1,1,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2009,2,3.5,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2010,1,1,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2012,1,1,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2022,2,3.5,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Lakhimpur,2023,2,1,,,Lakhimpur,214,39,1161342,9,Lakhimpur,15.4979388,1.049242136,14.44869666,0.00018427
Latur,2000,1,1,,,Latur,54,6,2795413,4,Latur,0.559348532,0.350302784,0.209045748,1.93E-05
Latur,2003,1,1,,,Latur,54,6,2795413,4,Latur,0.559348532,0.350302784,0.209045748,1.93E-05
Latur,2021,1,1,,,Latur,54,6,2795413,4,Latur,0.559348532,0.350302784,0.209045748,1.93E-05
Latur,2023,1,2,,,Latur,54,6,2795413,4,Latur,0.559348532,0.350302784,0.209045748,1.93E-05
Leh Ladakh,2010,1,1,,,,,,,,,,,,
Leh Ladakh,2018,1,1,,,,,,,,,,,,
"Leh Ladakh, Kargil",2006,1,1,,,,,,,,,,,,
"Leh Ladakh, Kargil",2023,1,1,,,,,,,,,,,,
Leparada,2022,1,3,,,,,,,,,,,,
Lohit,1979,1,14,,,Lohit,14,1,51927,6,Lohit,2.719050727,0.57149925,2.147551477,0.000269609
Lohit,1991,1,2,,,Lohit,14,1,51927,6,Lohit,2.719050727,0.57149925,2.147551477,0.000269609
Lohit,1994,1,7,,,Lohit,14,1,51927,6,Lohit,2.719050727,0.57149925,2.147551477,0.000269609
Lohit,1999,1,3,,,Lohit,14,1,51927,6,Lohit,2.719050727,0.57149925,2.147551477,0.000269609
Lohit,2006,1,1,,,Lohit,14,1,51927,6,Lohit,2.719050727,0.57149925,2.147551477,0.000269609
Lohit,2023,1,1,,,Lohit,14,1,51927,6,Lohit,2.719050727,0.57149925,2.147551477,0.000269609
"Lohit, Lower Lower Subansiri, West Siang, East Siang",1985,1,7,,,,,,,,,,,,
"Lohit, Tawang, Upper Lower Subansiri,West Siang",2001,1,62,,,,,,,,,,,,
"Lohit,Lower Lower Subansiri",1993,1,6,,,,,,,,,,,,
Longding,2022,1,8,,,Longding,4,1,60400,5,Longding,0.638916752,0,0.638916752,6.62E-05
Lower Subansiri,2008,1,1,,,Lower Subansiri,12,1,99671,5,Lower Subansiri,0.836132857,0.006756278,0.829376579,0.000120396
Lucknow,1985,1,2,,,Lucknow,175,10,5804005,17,Lucknow,1.996226278,0.00696436,1.989261918,3.02E-05
Lucknow,2000,1,1,,,Lucknow,175,10,5804005,17,Lucknow,1.996226278,0.00696436,1.989261918,3.02E-05
Lucknow,2006,1,1,,,Lucknow,175,10,5804005,17,Lucknow,1.996226278,0.00696436,1.989261918,3.02E-05
Lucknow,2019,1,1,,,Lucknow,175,10,5804005,17,Lucknow,1.996226278,0.00696436,1.989261918,3.02E-05
Ludhiana,2000,1,1,,,Ludhiana,70,1,3965684,7,Ludhiana,4.786805709,0.007473247,4.779332462,1.77E-05
Ludhiana,2011,1,1,,,Ludhiana,70,1,3965684,7,Ludhiana,4.786805709,0.007473247,4.779332462,1.77E-05
"Ludhiana, Patiala,Jalandhar",1981,1,7,,,,,,,,,,,,
"Ludhiana,Patiala",2010,1,2,,,,,,,,,,,,
Lunglei,2019,1,5,,,Lunglei,12,0,188482,4,Lunglei,2.6734292,0.01244799,2.66098121,6.37E-05
Madhubani,1997,1,1,,,Madhubani,216,10,5126077,19,Madhubani,3.784620529,0.037751436,3.746869093,4.21E-05
"Madhubani, Supaul",2017,1,2,,,,,,,,,,,,
Madurai,2021,1,16,,,Madurai,56,54,3384080,7,Madurai,1.022103303,0.009182441,1.012920862,1.65E-05
"Madurai,Vellore",1984,1,4,,,,,,,,,,,,
Mahabubnagar,2022,5,1.4,,,Mahabubnagar,40,0,1071711,6,Mahabubnagar,0.520380467,0.103573838,0.416806629,3.73E-05
"Mahesana, Panch Mahals, Sabar Kantha, Vadodara",1991,1,32,,,,,,,,,,,,
Majuli,2021,1,1,,,Majuli,54,1,147155,11,Majuli,13.12975694,4.888294451,8.241462489,0.00036696
Majuli,2022,1,6,,,Majuli,54,1,147155,11,Majuli,13.12975694,4.888294451,8.241462489,0.00036696
Malappuram,1988,1,1,,,Malappuram,161,50,4458146,5,Malappuram,1.938819937,0.260316709,1.678503228,3.61E-05
Malappuram,1993,1,1,,,Malappuram,161,50,4458146,5,Malappuram,1.938819937,0.260316709,1.678503228,3.61E-05
Malappuram,2019,1,1,,,Malappuram,161,50,4458146,5,Malappuram,1.938819937,0.260316709,1.678503228,3.61E-05
Malappuram,2021,1,1,,,Malappuram,161,50,4458146,5,Malappuram,1.938819937,0.260316709,1.678503228,3.61E-05
Malappuram,2022,2,1,,,Malappuram,161,50,4458146,5,Malappuram,1.938819937,0.260316709,1.678503228,3.61E-05
Malappuram,2023,1,1,,,Malappuram,161,50,4458146,5,Malappuram,1.938819937,0.260316709,1.678503228,3.61E-05
"Malappuram, Kollam, Thrissur,Kozhikode",1981,1,1,,,,,,,,,,,,
"Malappuram, Pathanamthitta, Thiruvananthapuram",2008,1,5,,,,,,,,,,,,
"Malappuram, Thiruvananthapuram",2020,2,1.5,,,,,,,,,,,,
"Malappuram, Thiruvananthapuram,Thrissur",1997,1,3,,,,,,,,,,,,
Malda,1986,1,5,,,,,,,,,,,,
Malda,1995,1,2,,,,,,,,,,,,
"Malda, Hooghly, Paschim Purba Medinipur,Purba Purba Medinipur,Murshidabad",1978,1,7,,,,,,,,,,,,
"Malda, Paschim Purba Medinipur,Purba Purba Medinipur, Murshidabad, South 24 Parganas",2001,1,7,,,,,,,,,,,,
"Malda,Murshidabad",1982,1,7,,,,,,,,,,,,
"Malda,Paschim Purba Medinipur,Purba Purba Medinipur",1999,1,7,,,,,,,,,,,,
Maldah,1991,1,1,,,Maldah,221,53,4260890,11,Maldah,11.77624381,2.419208171,9.357035639,5.19E-05
"Malikkeri,Wayanad",2006,1,1,,,,,,,,,,,,
Mandi,1998,1,1,,,Mandi,187,26,1131583,4,Mandi,0.910437082,0.174020686,0.736416396,0.000165255
Mandi,2007,1,1,,,Mandi,187,26,1131583,4,Mandi,0.910437082,0.174020686,0.736416396,0.000165255
Mandi,2009,1,1,,,Mandi,187,26,1131583,4,Mandi,0.910437082,0.174020686,0.736416396,0.000165255
Mandi,2011,1,3,,,Mandi,187,26,1131583,4,Mandi,0.910437082,0.174020686,0.736416396,0.000165255
Mandi,2017,1,1,,,Mandi,187,26,1131583,4,Mandi,0.910437082,0.174020686,0.736416396,0.000165255
Mandi,2023,1,3,,,Mandi,187,26,1131583,4,Mandi,0.910437082,0.174020686,0.736416396,0.000165255
"Mandi, Kangra, Kullu, Sirmaur",2011,1,4,,,,,,,,,,,,
Mandsaur,2023,1,4,,,Mandsaur,27,1,1424619,5,Mandsaur,1.435703116,1.47147063,0.035767514,1.90E-05
Mandya,2001,1,1,,,Mandya,43,4,1886354,10,Mandya,2.146957544,0.730831983,1.416125561,2.28E-05
Mandya,2022,1,1,,,Mandya,43,4,1886354,10,Mandya,2.146957544,0.730831983,1.416125561,2.28E-05
Mangalore,1991,1,5,,,,,,,,,,,,
Mangan,2022,2,1.5,,,,,,,,,,,,
"Mangan, Gyalshing, Namchi, Gangtok",1998,1,1,,,,,,,,,,,,
Many Districts Of Uttar Kashi Pradesh,2008,1,3,,,,,,,,,,,,
Many Districts Of Uttar Kashi Pradesh,2010,1,3,,,,,,,,,,,,
Many Parts,2003,3,15.33333333,,,,,,,,,,,,
Marathwada,1986,1,6,,,,,,,,,,,,
Marigaon,2021,4,1,,,,,,,,,,,,
Marigaon,2022,2,3.5,,,,,,,,,,,,
Marigaon,2023,2,1,,,,,,,,,,,,
"Marigaon,",2021,1,1,,,,,,,,,,,,
"Marigaon,Sivasagar",2009,1,2,,,,,,,,,,,,
"Marigaon,Sonitpur",2010,1,2,,,,,,,,,,,,
Mathura,2010,1,1,,,Mathura,115,5,3064227,23,Mathura,4.807455013,0,4.807455013,3.75E-05
Mathura,2023,1,4,,,Mathura,115,5,3064227,23,Mathura,4.807455013,0,4.807455013,3.75E-05
"Mathura, Mainpuri, Aligarh, Pratapgarh, Sultanpur, Agra, Farrukhabad, Ballia, Gorakhpur, Bahraich, Azamgarh, Bara Banki,Chamoli",1981,1,31,,,,,,,,,,,,
Mayurbhanj,1981,1,1,,,Mayurbhanj,40,2,2891283,23,Mayurbhanj,1.289395367,0.185356663,1.104038704,1.38E-05
Medak,2022,3,37,,,Medak,38,1,858985,14,Medak,1.038975884,0.130629891,0.908345993,4.42E-05
Meerut,1995,1,1,,,Meerut,213,10,3877321,21,Meerut,3.284379909,0.007909836,3.276470073,5.49E-05
Meerut,2016,1,1,,,Meerut,213,10,3877321,21,Meerut,3.284379909,0.007909836,3.276470073,5.49E-05
"Meerut, Bulandshahr, Gautam Buddha Nagar, Ghaziabad, Hapur, Baghpat, Saharanpur, Muzaffarnagar",1983,1,27,,,,,,,,,,,,
Mirzapur,2023,1,2,,,Mirzapur,206,0,3135271,21,Mirzapur,4.158753681,1.473547713,2.685205968,6.57E-05
"Mirzapur, Varanasi, Ayodhya, Azamgarh, Ballia, Etawah",1976,1,14,,,,,,,,,,,,
"Mirzapur,Prayagraj,Pratapgarh,Bahraich,Gonda,Basti,Jaunpur,Ghazipur, Purbi Champaran, Araria, Kishanganj, Madhubani, Sheohar, Sitamarhi, Supaul,Pashchim Champaran",1973,1,7,,,,,,,,,,,,
Moradabad,2022,1,1,,,Moradabad,200,1,3696840,22,Moradabad,3.838687956,0,3.838687956,5.41E-05
Morbi,2022,1,1,,,Morbi,48,2,1099951,21,Morbi,0.897578925,1.089593543,0.192014618,4.36E-05
Morena,2022,1,1,,,Morena,57,0,2318601,5,Morena,3.024035354,0.36602215,2.658013204,2.46E-05
"Morena,Raisen",2011,1,1,,,,,,,,,,,,
Most Of The Districts,2009,1,21,,,,,,,,,,,,
Most Of The Districts,2010,3,30.66666667,,,,,,,,,,,,
Most Parts,2003,1,4,,,,,,,,,,,,
Mumbai,1978,1,7,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1980,2,4,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1984,2,1.5,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1985,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1992,2,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1994,2,1.5,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1995,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1996,2,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1997,1,3,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,1998,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2001,1,2,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2002,2,2,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2003,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2009,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2011,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2012,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2013,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2018,1,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2019,3,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai,2022,4,1,,,Mumbai,1016,437,2831580,3,Mumbai,0.013175876,0.012175873,0.001000003,0.00035881
Mumbai (Colaba),1974,1,38,,,,,,,,,,,,
Mumbai Suburban,2021,1,1,,,Mumbai Suburban,145,77,10791581,3,Mumbai Suburban,0.915654785,0.914657543,0.000997242,1.34E-05
Mumbai Suburban,2022,1,1,,,Mumbai Suburban,145,77,10791581,3,Mumbai Suburban,0.915654785,0.914657543,0.000997242,1.34E-05
"Mumbai, Kolhapur",1997,1,1,,,,,,,,,,,,
"Mumbai, Mumbai Suburban, Raigad, Ratnagiri, Sindhudurg, Thane, Palghar",2000,1,1,,,,,,,,,,,,
"Mumbai, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg,Thane",1997,1,3,,,,,,,,,,,,
"Mumbai, Nanded, Parbhani",2010,1,1,,,,,,,,,,,,
"Mumbai, Nashik, Palghar, Pune",2019,1,1,,,,,,,,,,,,
"Mumbai, Palghar",2019,1,1,,,,,,,,,,,,
"Mumbai, Pune,Satara",2004,1,2,,,,,,,,,,,,
"Mumbai, Ratnagiri, Sindhudurg,Thane",1986,1,1,,,,,,,,,,,,
"Mumbai, Thane",1994,1,1,,,,,,,,,,,,
"Mumbai,Mumbai Suburban",2000,2,1,,,,,,,,,,,,
"Mumbai,Thane",1991,1,4,,,,,,,,,,,,
"Mumbai,Thane",1995,1,2,,,,,,,,,,,,
"Mumbai,Thane",2008,1,2,,,,,,,,,,,,
"Mumbai,Thane,Ratnagiri",2019,1,1,,,,,,,,,,,,
Mungeli,2015,1,1,,,Mungeli,2,4,784748,2,Mungeli,2.354397777,0.519156343,1.835241434,2.55E-06
Munger,1983,1,7,,,Munger,134,4,1690301,22,Munger,15.77841256,2.040092021,13.73832054,7.93E-05
Munger,1985,1,1,,,Munger,134,4,1690301,22,Munger,15.77841256,2.040092021,13.73832054,7.93E-05
Munger,2023,1,1,,,Munger,134,4,1690301,22,Munger,15.77841256,2.040092021,13.73832054,7.93E-05
"Munger,Patna",1978,1,7,,,,,,,,,,,,
Murshidabad,1989,1,1,,,Murshidabad,435,9,8350690,23,Murshidabad,11.63868869,1.234154397,10.40453429,5.21E-05
Murshidabad,2003,1,2,,,Murshidabad,435,9,8350690,23,Murshidabad,11.63868869,1.234154397,10.40453429,5.21E-05
Murshidabad,2011,1,1,,,Murshidabad,435,9,8350690,23,Murshidabad,11.63868869,1.234154397,10.40453429,5.21E-05
Muzaffarnagar,2003,1,1,,,Muzaffarnagar,146,13,3353539,21,Muzaffarnagar,1.484914141,0.003804991,1.48110915,4.35E-05
Muzaffarnagar,2022,2,1,,,Muzaffarnagar,146,13,3353539,21,Muzaffarnagar,1.484914141,0.003804991,1.48110915,4.35E-05
Muzaffarnagar,2023,1,2,,,Muzaffarnagar,146,13,3353539,21,Muzaffarnagar,1.484914141,0.003804991,1.48110915,4.35E-05
"Muzaffarpur, Sheohar,Sitamarhi",2002,1,1,,,,,,,,,,,,
Mysuru,1991,1,1,,,Mysuru,75,14,3330925,8,Mysuru,1.66900183,1.291071277,0.377930553,2.25E-05
Mysuru,2005,1,1,,,Mysuru,75,14,3330925,8,Mysuru,1.66900183,1.291071277,0.377930553,2.25E-05
Mysuru,2017,1,2,,,Mysuru,75,14,3330925,8,Mysuru,1.66900183,1.291071277,0.377930553,2.25E-05
Mysuru,2022,1,1,,,Mysuru,75,14,3330925,8,Mysuru,1.66900183,1.291071277,0.377930553,2.25E-05
Nadia,1995,1,1,,,Nadia,230,3,5440236,24,Nadia,10.67147424,0.744726558,9.926747682,4.23E-05
Nadia,2005,1,1,,,Nadia,230,3,5440236,24,Nadia,10.67147424,0.744726558,9.926747682,4.23E-05
Nagaon,2002,1,1,,,Nagaon,144,5,2348489,8,Nagaon,13.62634202,0.20685283,13.41948919,6.13E-05
Nagaon,2022,7,1.857142857,,,Nagaon,144,5,2348489,8,Nagaon,13.62634202,0.20685283,13.41948919,6.13E-05
Nagaon,2023,2,1,,,Nagaon,144,5,2348489,8,Nagaon,13.62634202,0.20685283,13.41948919,6.13E-05
"Nagapattinam,Thanjavur",1995,1,7,,,,,,,,,,,,
Nagaur,2023,1,1,,,Nagaur,30,0,3826407,24,Nagaur,0.318324761,0.004782392,0.313542369,7.84E-06
Nagpur,1978,1,7,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1979,2,4,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1981,1,2,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1984,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1985,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1988,1,2,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1989,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1991,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1993,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1994,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1997,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,1999,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,2000,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
Nagpur,2001,2,1.5,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429
